,headlines,sentiment
5218,"JPMorgan Chase & Co, the biggest U.S. bank by assets, said on Tuesday it expects to face rising costs for deposits, a key part of its business, and slowing global economic growth.",1
5219,"Uber Technologies Inc will announce plans to acquire Dubai-based rival Careem Networks FZ as early as this week, Bloomberg reported on Sunday, citing people familiar with the matter.",1
5220,"An Ethiopian Airlines executive questioned whether Boeing had told pilots enough about ""aggressive"" software that pushes a plane's nose down, a focus of investigation into a deadly crash in Ethiopia this month.",0
5221,American Airlines said Sunday it will extend flight cancellation through April 24 because of the grounding of the Boeing 737 MAX after two fatal crashes since October and cut some additional flights.,0
5222,"Bayer's management retains the backing of its supervisory board, its chief executive said, after pressure on the company increased when a second jury in the United States ruled its glyphosate-based Roundup weed killer caused cancer.",0
5223,"Ahead of fresh high-level trade talks this week, China is not conceding to U.S. demands to ease curbs on technology companies, the Financial Times reported on Sunday, citing three people briefed on the discussions.",0
5224,Turkey's banking watchdog said it had launched an investigation into JP Morgan and other banks over complaints it received after the lira plunged more than 4 percent and the main share index fell sharply on Friday.,0
5225,"British entrepreneur Mike Lynch vigorously denies new U.S. criminal charges against him, his spokesman said on Saturday ahead of a court case over the sale of his firm Autonomy which will begin in London next week.",0
5226,"United States Trade Representative Robert Lighthizer and Treasury Secretary Steven Mnuchin will travel to Beijing for the latest round of high-level trade talks scheduled to start on March 28, the White House said in a statement on Saturday.",1
5227,The southern Indian state of Karnataka kept the door open on Saturday to talks with local ride-hailing service Ola to avoid a ban that could help rival Uber build market share.,1
5228,"Apple chief executive Tim Cook nudged China on Saturday to open up and said the future would depend on global collaboration, as the United States and China remained locked in a bitter trade dispute.",1
5229,"MTV, Nickelodeon, Comedy Central and other Viacom Inc channels were still available on AT&T Inc's DirecTV satellite TV service on early Saturday morning as the companies continued to hash out a new carriage contract.",1
5230,"Mike Lynch, once hailed as Britain's answer to Bill Gates, faces Hewlett-Packard (HP) in London's High Court on Monday in a multi-billion dollar showdown over the U.S. technology company's 2011 purchase of the Autonomy software business he founded.",1
5231,"As Wall Street braces for what may be the first U.S. profit decline since 2016, investors say the first quarter may not mark the low point for 2019 earnings.",0
5232,"Viacom Inc's bitter contract renewal talks with AT&T Inc's DirecTV that could see the blackout of MTV, Nickelodeon and Comedy Central by midnight Friday are weighing on a possible tie-up of CBS and Viacom, sources familiar with the discussions said.",1
5233,"Pinterest Inc, the owner of the image search website known for the food and fashion photos that its users post, filed for an initial public offering with U.S. regulators on Friday, looking to tap into a red-hot market for new stock offerings.",2
5234,"Elon Musk's lawyers said that the U.S. Securities and Exchange Commission failed to satisfy its heavy burden of showing that the Tesla Inc chief executive should be held in contempt, and the tweet prompting its contempt motion was both proper and ""not material.""",1
5235,"A U.S. lawmaker on Friday urged current or former Boeing Co and Federal Aviation Administration (FAA) employees to come forward with any information about the certification program for the 737 MAX, which has suffered two fatal crashes in five months.",0
5236,"Allergan Plc plans to elect an independent board chairman, starting with the next leadership transition, the Botox maker said on Friday, as the drugmaker responds to calls from hedge fund Appaloosa LP to separate the roles of chairman and chief executive officer.",1
5237,"Wall Street stocks sold off sharply on Friday, with all three major U.S. stock indexes posting their biggest one-day percentage declines since Jan. 3, as weak factory data from the United States and Europe led to an inversion of U.S. Treasury yields, fueling fears of a global economic downturn.",0
5238,"Australian shares are set to open higher, bolstered by a rally on Wall Street on Friday",2
5239,"The Nikkei 225 average climbed 133.65 points, or 0.62 percent, to end at 21,584.50. On Friday, the key market gauge rose 163.83 points.",2
5240,The Dow Jones Industrial Average and S&P 500 are both 4 percent away from their all-time highs.,2
5241,Stocks closed higher on the first day of the fourth quarter as investors cheered news of Canada joining a trade deal with the United States and Mexico.,2
5242,U.S. stocks rose on Monday after U.S. President Donald Trump and Chinese President Xi Jinping agreed to a 90-day cease-fire in the trade war that has weighed heavily on global stock markets for most of 2018.,2
5243,"The Toronto Stock Exchange’s S&P/TSX rose 21.41 points, or 0.14 percent, to 15,484.55. Leading the index were Precision Drilling Corp, up 13.9 percent after announcing a debt repayment plan, Labrador Iron Ore Royalty Corp, up 12.5 percent, and Ivanhoe Mines Ltd , higher by 8.8 percent.",2
5244,"Canada’s main stock index rose on Thursday, boosted by gains in shares of metal miners fueled by rally in gold prices.",2
5245,The chairman of U.S. House Transportation and Infrastructure Committee Peter DeFazio on Friday urged current or former Boeing Co and Federal Aviation Administration employees to come forward with any information about the government's aircraft certification program.,1
5246,"Boeing Co has been awarded a $4.1 billion U.S. defense contract related to the expansion and improvement of the ground-based midcourse missile defense system, the Pentagon said on Friday.",2
5247,U.S. prosecutors on Friday added three new criminal charges to their indictment against British entrepreneur Mike Lynch related to the $11.1 billion sale of his software company Autonomy to Hewlett-Packard in 2011.,0
5248,Stocks around the world fell and U.S. Treasuries yields sent warning signals for a possible recession on Friday after weaker-than-expected U.S. and European data intensified fears of a global economic slowdown.,0
5249,U.S. markets received a clear warning of coming recession on Friday when the spread between yields on three-month Treasury bills and 10-year notes fell below zero for the first time since 2007 after U.S. manufacturing data missed estimates.,0
5250,"U.S. manufacturing activity unexpectedly cooled in March, a troubling sign for the economy although the housing market showed signs lower interest rates were giving it a boost.",0
5251,"Growth in China’s increasingly important services sector accelerated in December at its fastest pace in four months, adding to signs of a modest year-end revival in the world’s second-largest economy.",2
5252,"Today’s release of the latest economic growth figures show that our economy is demonstrably on the mend, but the strength of the recovery remains to be seen. Gross domestic product grew at an annual rate of 2 percent between July and September this year.",2
5253,"During its decades of rapid growth, China thrived by allowing once-suppressed private entrepreneurs to prosper, often at the expense of the old, inefficient state sector of the economy.",2
5254,Stock markets have rallied after Ireland's government agreed to an estimated £77billion bail-out from the European Union.,2
5255,"President Donald Trump's top economic advisor Larry Kudlow on Friday said he believes the ""underlying"" U.S. economy ""looks very good.""",2
5256,"The Canadian economy grew by a surprise 0.3 percent in January, reversing recent declines as the construction and manufacturing sectors picked up, and likely leaving the Bank of Canada on the sidelines over the coming months.",2
5257,"The Federal Reserve has abruptly stopped its march toward higher interest rates, as Mr. Trump demanded. The tax cuts he signed in late 2017 are in full swing.",1
5258,"The report from the Commerce Department on Friday also showed price pressures muted in January, with a measure of overall inflation posting its smallest annual increase in nearly 2-1/2 years.",0
5259,"The Chinese tech giant said Friday that 2018 earnings jumped by 25% to 59.3 billion yuan ($8.7 billion). Sales fell short of an earlier company forecast, but still rose by 19.5% to 721 billion yuan ($105 billion).",2
5260,"The U.S. economy is regaining traction as the year winds down, boosted by an accelerating business sector and a modest pickup among consumers.",2
5261,"During a growing debate in the United States and internationally about the impact of immigration on government finances, a report Thursday found that the movement of people between countries has a positive economic effect.",1
5262,"The huge mills along the Penobscot River roared virtually nonstop for more than a century, turning the dense Maine forests into paper and lifting the thousands of men who did the hot and often backbreaking work into the middle class.",0
5263,"If we compare the economic recovery of the United States since the Great Recession with that of Europe – or more specifically the eurozone countries – the differences are striking, and instructive.",1
5264,"The global economy is becoming a more integrated and competitive neighborhood. Driven by new investments and the jobs that come with them, the expansion of the global economy into coordinated production and supply chains brings both benefits and opportunities.",2
5265,"My head is still spinning after reading this paper on Arthur Burns and the Great Inflation. It was stunning itself, but clamoring for more I turned to the source materials and that's where things really got crazy.",1
5266,"The U.S. economy grew at its fastest rate in more than a decade between the months of July through September, according to government data released Tuesday morning, marking the latest sign that a once-sluggish recovery is now running at full speed.",2
5267,"The ranks of U.S. public companies grew last year for the first time since the go-go days of the Internet boom, getting a long-awaited boost from an expanding economy and renewed investor interest in U.S. stocks.",2
5268,"Finally. Stocks wrapped up a stellar first quarter Thursday with the S&P 500 finishing at a new high, after flirting with the milestone for weeks.",2
5269,"U.S. stocks shot up on Monday after the prospects for an imminent U.S. attack on Syria began to fade, while sentiments that Federal Reserve stimulus measures may stay in place boosted spirits as well.",2
5270," If you put your money in stocks in 2014, you were a savvy investor. The Dow finished the year up 7.5%, the S&P 500 rose 11.4%, and the tech-heavy Nasdaq soared 13.4%.",2
5271,"Japan’s economy expanded at a rapid clip at the start of the year, the first hard evidence that Prime Minister Shinzo Abe’s sweeping stimulus is beginning to rouse consumers and businesses into action even as risks loomed in the horizon.",2
5272,"Unfortunately, like most emerging market nations, Turkey's economic boom has devolved into a dangerous bubble that is similar to the bubbles that caused the downfall of Western economies just six years ago.",0
5273,"Of the many attractions offered by my hometown, a west coast peninsula famed for its deep natural harbor, perhaps the most striking is that you never have to leave the house. ",1
5274,he standard future scenario in their computer projections showed positive growth in both the population and the economy until the mid-21st century,2
5275,"Japan's economy unexpectedly shrank for the second consecutive quarter, leaving the world's third largest economy in technical recession.",0
5276,Economists estimate Kosovo's economy must grow by 8 percent each year to absorb the young people entering the job market and hold unemployment steady.,2
5277,Prominent Croatian economists are calling for an about turn in the state's economic policy after the country landed a dismal credit rating.,0
5278,"It’s a term the average person may not have come across yet, but the idea has gained sufficient traction in business, political and environmental circles to be the subject of a report released at the Forum’s influential annual meeting and to be the focus of an initiative supported by leading companies to encourage business to embrace its principles.",1
5279,"The main street, once swarming with International Business Machines. IBM in 1980 would now be sitting on more than $400,000 worth of stock, a 25-fold return. to define today's economy — that a company's primary purpose is to maximize.",2
5280,Wall Street is home to the venerable New York Stock Exchange (now called NYSE ... Increased business investment leads to higher economic output and.,2
5281,The most important financial center in the world?  A fabled place of silver spoons and golden parachutes?  A hub of cut-throat capitalism? Or all of the above.,1
5282,Investors need a strategy for success that will change as their investing needs change over the course of their lives. Learn investing strategy from stocks to fixed.,1
5283,Gig economy companies also have not proved a business .  that people will now own shares of the company in their mutual funds and stock . ,2
5284,"UK business investment slide, but trade war optimism boosts stocks . . despite lingering concerns over the health of the global economy.",2
5285,"Facing some global economic wobbles, it looks like the Fed corrected course swiftly enough to avoid inflicting lasting economic harm.",1
5286,Hong Kong (CNN Business) Worries over slowing economic growth are .  Fears about a severe global economic slowdown hit stocks in . ,0
5287,New York: US stocks ended higher as investors continued to keep a .  trade updates and digested a batch of encouraging economic data.,2
5288,"Also, stocks were due for a bounce after a fourth-quarter rout that had left .  and China took steps to stimulate its flagging economy, he said. .  China, for example, has moved to cut taxes and boosted credit for small business.",0
5289,"In a new article, he warns that the economy may be on the edge of a .  Americans' present wealth — stocks, homes and private businesses . ",0
5290,"Stocks rose on Friday amid renewed optimism on the progress of .  financial markets and souring business and consumer sentiment. .  The reason why is, while stocks got cheap for a brief amount of time, the economy is not . ",2
5291,Concerns about the health of the world economy heightened last week after remarks by the US Federal Reserve indicated that it would not . ,0
5292,"When the economy is in recovery and the markets keep piling on the .  now, it would seem that this is a great time to be in the energy business.",1
5293,"The bond market smells a recession. On Friday, stock investors caught a whiff, too. Economic forecasters and Wall Street traders have been . ",0
5294,"Japan led the decline, though stocks fell broadly across Asia. .  European markets, which fell on Friday after some dour economic news, lost . ",0
5295,"Investors dumped Turkish bonds and stocks on Wednesday after the .  But the global economy is slowing, central banks have shelved plans to raise . . He said decisions by banks on liquidity were business-based and in line . ",0
5296,"New York (CNN Business) Wall Street was a winner's circle this quarter. The market surged on hopes that the US economy and corporate profits .  And big tech stocks, including the favorite FAANG fivesome of Facebook (FB), . ",2
5297,"In the stock market, you have the small company that is delivering the . . coupled with slowing economic growth concerns to put investors in a . ",1
5298,"If you have been investing long enough, it is hard not to develop opinions (hunches) about what the stock market and economy will do next.",1
5299,"And if not, then I have no business recommending it as a buy for you. .  But like for stocks, the realities of a growing U.S. economy and . ",1
5300,"Economic recessions, after all, tend to go hand in hand with steep .  The company's dependable, low-risk business model makes it the type of . ",1
5301,Stocks fell Monday after weaker-than-expected economic data and as US-China trade optimism cooled. Financial markets had been higher . ,0
5302,"By Daniel Shane, CNN Business . .. Investors around the world will have to start paying more attention to China's roller-coaster stock market.",1
5303,"NEW YORK - Worries about economic growth prospects hit global stock markets on Friday, causing sharp price drops on both sides of the . ",0
5304,"Another Chinese name, live-streaming game company Huya (HUYA), .  In the U.S. economy, new home sales in February came in far stronger . ",2
5305,"XPO is one of the world's largest freight brokerage businesses, and even after .  on the strength of the U.S. economy, and the intermodal business in .  two stocks share is that it is a tricky moment to buy into either company.",1
5306,"The largest bank in Europe lowered its stance on Singapore stocks to .  bases for global banks and major businesses seeking opportunities in Asia. .  focus on the domestic market have failed to lift the economy, the bank said . ",0
5307,"Buffett says Delta Air Lines stock purchases put him above a 10% stake .  “The airline industry is a very, very competitive business,” Buffett said Thursday. .  The billionaire investor said that the U.S. economy appeared to be . ",1
5308,"The Standard & Poor's 500-stock index fell 0.8 percent in the five days, .  plunge since January after weak economic data from Germany and . ",0
5309,Three stocks to hedge against an economic slowdown .  Genome sequencing company Illumina has rallied nearly 30 percent in the past 12 . ,1
5310,".  Economist and Executive Director, Anand Rathi Shares and Stock Brokers, says in .  They say a supportive business environment and policy certainty for sustained .  “The economy is not on an automated high growth path.",1
5311,"""How long the economic expansion can continue .  depends on sustaining a .  According to Russell's Business Cycle Index, the odds of recession over the .  Major stock market averages are actually negative since the Fed . ",0
5312,"Stocks began their rally against a bleak economic backdrop back in . . own are large-company stocks, especially large technology companies,"" . ",2
5313,"One company might be posting losses because it's having trouble selling its .  IRA investments out of S&P 500 index funds and into individual stocks. .  lately, in part due to the decelerating Chinese economy, but in countries . ",1
5314,Confidence in the U.S. economy is strong with CFOs across all global .  more CFOs continue to believe the renewed rally in stocks won't last.,2
5315,"Overstock has put off plans to sell its flagship retail business, delaying a large cash infusion that it was hoping to get for its portfolio of . ",0
5316,"But stocks often act as an early warning system, picking up subtle .  previous quarters, according to the financial data company Refinitiv.",1
5317,Get the DealBook newsletter to make sense of major business and policy .  Simultaneous rebounds in the stock and bond markets are sending . ,1
5318,"Stocks on Wednesday climbed back from their epic Christmas Eve plunge as all .  White House economic adviser Kevin Hassett assured reporters that Federal .  Hassett, in an appearance on Fox Business Network, also said . ",2
5319,Hong Kong (CNN Business) Global stock markets kicked off 2019 with another wild day of trading triggered by new signs of economic . ,1
5320,The market turbulence of the past weeks resumed Friday as stocks bobbed up and .  [Fed cuts its outlook for U.S. economy; stocks plunge].,0
5321,[Federal Reserve cuts its outlook for U.S. economy; stocks plunge] .  of U.S. investors and business leaders and caused the Dow to shed more . ,0
5322,"U.S. stock markets suffered their steepest Christmas Eve decline in decades Monday, .  Investors have been shaken by recent economic and political .  had ample credit to extend to American businesses and households.",0
5323,Affecting Stocks and the Economy .  technology giants that dominate the stock market face heightened scrutiny about their business practices.,1
5324,"[As stocks tumble, U.S. wonders: Is this economy as good as it gets?] .  The Standard & Poor's 500-stock index was off 3 percent Wednesday.",0
5325,BlockFi's terms of service give the company significant leeway over how it uses depositors' funds and what interest rate it can pay them.,1
5326,"US stocks suffered one of the worst weekly falls in a decade as trade .  The Fed also cut its forecasts for economic growth in 2019 to 2.3%, . ",0
5327,October's stock skid deepened losses Friday on a global sell-off in .  China that made investors think the global economy may have reached its growth limit. .  Business capital expenditures are a big contributor to growth and . ,0
5328,"Stocks on Wall Street dropped again Friday, pushing the S&P 500 into .  the chief financial officer of Huawei and a daughter of the company's . ",0
5329,"Buybacks occur when a company takes profits, cash reserves, or borrowed money to purchase its own shares on the public markets, a practice . ",1
5330,U.S. stocks slipped Tuesday as global growth worries were .  during an appearance on Fox Business Network with anchor Maria Bartiromo.,0
5331,Stocks fell around the world after the arrest of a top Chinese technology .  increasingly see as a threat to financial markets and the economy.,0
5332,"U.S. stocks shuddered on Tuesday as earnings reports from two industrial .  told shareholders its business growth could slow and warned its dealers .  [As stocks tumble, U.S. wonders: Is this economy as good as it gets?].",0
5333,"The S&P 500-stock index fell 1.9 percent, the tech-heavy Nasdaq .  that the company had kept the presence of carcinogenic asbestos in its . ",0
5334,"By Rich Barbieri and Nathaniel Meyersohn, CNN Business . . Trump administration sent out confusing signals about markets and the economy.",0
5335,By Mark Zandi for CNN Business Perspectives .  way out of the conflict with China as the damage to the stock market and economy mounts.,0
5336,"Stocks steered lower after a disappointing manufacturing report from the .  China's weakening economy gives President Trump the upper hand in .  as the most valuable company, with a market capitalization of $780 billion.",0
5337,U.S. stocks ended a volatile first session of 2019 with small gains as energy .  The Chinese data showed the nation's economy last month .  now in its 12th day – and how businesses could be affected if the standoff between . ,1
5338,"Stocks sank on Tuesday, as President Trump threatened China with further tariffs, just .  strategist at the brokerage firm William O'Neil & Company. .  The economy is on pace for its best year since 2005, unemployment is near . ",0
5339,"U.S. stock markets eked out a small win Monday after posting big, early losses after .  Soft trade could signal weaker global economic growth.",2
5340,"The rally continued in Asia, led by Japan, where stocks on Thursday .  to climb thanks to the underlying strength of the American economy.",2
5341,"Geniuses who pick stocks for a living even have difficulty pulling it off. .  I buy more of the same company shares with it, which happens .  a new product, better management, an economic boom — and the stock takes off.",1
5342,"""U.S. economic growth has sharply decelerated since early December. In the current macro environment, we recommend investors own stocks . ",0
5343,"And given the chip industry's status as one of the anchors of business investment in the economy, is the string of weak news a sign the country . ",0
5344,"The Standard & Poor's 500-stock index was off 2 percent. .  in future order rates could call into question if we are peaking in economic growth, . ",0
5345,"Billionaire investor Stanley Druckenmiller discusses the outlook for the U.S. economy, his investment strategy for stocks and bonds, President . ",1
5346,"Hong Kong and China stocks shot up Tuesday, after the Chinese .  and small enterprises amid a slowing economy and the US-China trade war. .  Geely Automobile, whose parent company also owns Sweden's Volvo Cars, . ",2
5347,"The stock market is off to its best start since 1987, but these investors .  a growing economy are buying back their own shares at an extraordinary clip. .  company owner in Atlanta, saw December's crack in the stock market as . ",1
5348,"“This is the kind of response you see in financial markets when the real economy, profits, wages and growth, becomes more uncertain,” said . ",0
5349,"HÀ NỘI — The global rubber price has increased sharply in recent weeks, benefiting the share prices of Vietnamese producers on the stock . ",2
5350,"“The only problem our economy has is the Fed,” he wrote on Twitter on .  When it comes to how they will do in 2019, some large businesses . ",1
5351,"In a statement, Mew, a vice president of sales and marketing at HBUS, said the company would offer “sophisticated trading systems and a . ",1
5352,Stocks fell sharply on Tuesday in the biggest decline since the .  about a bond-market phenomenon signaling a possible economic slowdown.,0
5353,"A new report dubbed the ""United States Blockchain Business Opportunities .  technology, as it becomes more widely adopted in our economy.",1
5354,"Whenever stock prices rise or fall sharply, there is a natural instinct to .  Pearlstein is a Washington Post business and economics columnist.",1
5355,Stock Indexes Fell on the Fed's View on the Economy. .  while growth of business fixed investment has moderated from its rapid pace earlier in . ,0
5356,"Stock markets in the region suffered. .  With business conditions expected to get worse before they get better, China is expected to roll .  “This data confirms our view that the economy is weak and that stimulus needs to arrive . ",0
5357,"Bank stocks reacted positively on Tuesday, led by Morgan Stanley, up nearly 6 .  Goldman is drumming up business with new companies and . ",2
5358,"The stock market's gains for 2018 were erased on Tuesday, as a sell-off .  [Read how the stock market's slide is flashing warning signs about the economy.] .  It's a Sunday newsletter with essential business insights that'll prep . ",0
5359,Wall Street's roller-coaster ride extended into Thursday with stocks staging a .  They are trying to assess the prospects for economic growth and . ,2
5360,"China, the world's second biggest economy, is showing slower growth. .  and pro-business policies pursued by the current GOP leadership.",0
5361,"The bond market dominated the conversation on Wall Street this week as yields on benchmark Treasury bonds, which help determine interest . ",1
5362,"Avnet has become the latest major enterprise to begin accepting payment in bitcoin and other cryptocurrency. On March 19, 2019, the company . ",1
5363,"If you're going to worry about the economy, tumbling stocks are the least .  business network CNBC, proclaimed, “There's no recession coming.",2
5364,"I recently did a “2019 Investment Outlook” webinar with my business .  topics: recession probability, credit conditions, and stock valuations.",1
5365,CVS Health Corp. shares fell after revenue of $54.42 billion was short of expectations and the company's adjusted earnings per share for fiscal . ,0
5366,"Stock market prediction is so difficult, says Warwick Business School .  while economic data is typically released several days after the close of the month.",1
5367,"Longer term, rebuilding and postponed business activity will make up much of the .  and the capital stock that emerges will prove more economically useful and .",0
5368,That's about as much as the company bought in the first half of the year. .  worried his new purchases will be caught up in a 'double-dip' for the U.S. economy.,0
5369,U.S. business inventories rose by the most in more than 1-1/2 years in January as .  (Click here to track the U.S. stock market reaction to this economic report.).,1
5370,"Thanks to their pro-business approach and the anemic recovery, Republicans would seem to have a clear path to grab the economic mantle heading into the .",1
5371,"The main street, once swarming with International Business Machines .  IBM in 1980 would now be sitting on more than $400,000 worth of stock, a 25-fold return. .  to define today's economy — that a company's primary purpose is to maximize .",1
5372,The silence left potential buyers and sellers of Fantom stock in the dark about the business — and at heightened risk of making bad investment decisions.,0
5373,"The classic microcap scams involve efforts to hype the value of a company's stock by spreading false or misleading information via spam, online chat groups or .",2
5374,"Day after day, stocks swing sharply by hundreds of points. .  where the economy is heading — and canny investors could profit from the big swings, or simply sit .",2
5375,"When an economy undergoes a deflationary shock, the implications can be both .  shocks, and how these shocks can affect the economy, consumers and businesses. . . The stock market experiences turbulent fluctuations and indicates a .",1
5376,"Special perks, ranging from the use of the company jet and free financial planning .  But now that the stock market and economy are less fragile, companies are .",2
5377,"It's time for investors such as pension funds to reconnect with businesses in a .  the cost of that equity to enterprise thereby increasing economic growth and, .",0
5378,First up: cyclical versus secular stocks. A company is cyclical if it needs a strong economy in order to perform well. Its fortune depends on the business cycle.,1
5379,"With investors in the United States already focusing anew on fragile economic growth and high unemployment, waves of selling of stocks began in Europe and .",1
5380,"When Rep. Alan Grayson's telecom company went public in the 1990s, he cashed out with millions, sunk his money into the stock market and built the fortune .",0
5381,"PRINCETON, NJ -- As Congress attempts to impose stiffer regulations on Wall Street to prevent a repeat of the 2008 financial crisis, Americans express a greater .",1
5382,"Almost immediately, the stock market fell sharply, but it rebounded just as quickly .  The company said it was investigating the matter with Twitter, and the White .",1
5383,"Although all these trends would appear to bode poorly for stocks, on the theory that a weak economy reduces investor appetite for risk, there's a problem with .",0
5384,It raised fears about this being a repeat of the stock market crash of 1929 and a harbinger of an economic depression to follow. Both fears proved to be .,1
5385,I don't blame investors for thinking there must be a way to get in on something big. People are trying to make money any way they can in a stock market where .,2
5386,"If a company wants to sell stock shares to the general public, it conducts an IPO. By doing so, a company goes from the status of private (no general .",1
5387,"This finding comes from Gallup's annual Economy and Finance survey, .  Americans' ownership of stock may, in fact, be more a function of their ability to buy it, .",1
5388,How much influence does the economy have on the stock market? .  Marsh and Mike Staunton of the London Business School came to a similar conclusion.,1
5389,"In the report, Credit Suisse analysts pick their seven favorite stocks in the sector. .  however its valuation multiple is cheap, its discrete automation business is .",2
5390,RBI credit policy is one of the most talked about events in the stock market. .  Repo rate is the key driver for lending in the economy and banks take their call on .,1
5391,"At this point in the economic cycle, this is a company in transition. Kelly has seen its revenue mix shift in recent years towards temporary staffing, which carries .",1
5392,There are clear similarities between the approach many businesses take towards .  we invest in do not simply exist in isolation on a stock exchange somewhere.,0
5393,"Contrary to popular belief, a strong economy does not necessarily mean a strong currency. A currency isn't the stock price of a country, which goes up when the .",1
5394,Japanese stock markets fell more than six percent Monday as the country's .  the Bank of Japan's vow to keep the economy--the third-largest in the world--on track. .  of plants and businesses in the more heavily industrialized Tohoku region.,0
5395,"A correction is a decline or downward movement of a stock, or a bond, or a commodity .  Stocks, bonds, commodities, and everything else traded on the markets .",1
5396,"Woo remains cautious on the outlook for the U.S. economy in the short term, along .  he says that if the economy begins to improve along the lines of what stocks .",1
5397,"In their yet-to-be-published article, the company randomly selected 100 portfolios containing 30 stocks from a 1,000 stock universe. They repeated this .",1
5398,The stock market resumed its free fall Monday on mounting fears about the stalling economy and worries that the government had few options to increase . . nearing a double-dip recession as everyone from consumers to businesses retrench.,0
5399,"The promise of retirement built on the inevitable rise of the stock market proved .  “It's hard to overstate how serious the collapse in the economy was,” said Mark .",1
5400,Nor is there any empirical evidence that it makes the economy or the society better .  executives that are tied to the short-term performance of the company stock.,2
5401,"The Sandy Hook Effect: Gun Sales Rise as Stocks Fall .  Sturm Ruger & Company's shares also plunged by nearly eight percent, after shedding about nine .",1
5402,"Philippine stocks down over reports of weak US economy .  percent), holding firm JG Summit (1.60 percent), and construction company DMCI (1.33 percent).",0
5403,"Berkshire Hathaway has the highest shares on the New York Stock Exchange, so it .  Normally a company will complete several 2:1 splits over the years, which .  Analysts scrutinize figures such as the potential growth rate of the economy, the .",1
5404,"Everybody is looking to gain an edge on the market, especially with social media. Twitter allows investors to follow news outlets and research groups, giving .",1
5405,"But its economy imploded, sending Sotheby's stock reeling. Ten years later, the Internet bubble drove another auction boom among Silicon Valley newbies, and .",1
5406,"But if the economy and market rebound, buying overpriced stocks and holding onto .  The company invests in a wide range of asset classes, including American .",1
5407,"A strong stock market is key to the success of the economy, Crimmel says. .  Not only is a company's stock worth less, there may be fewer buyers. When the .",1
5408,"As Ed notes, the stock market is not correlated with economic growth. In fact .  The markets are assuming a normal business cycle, but as I strongly suggest in .",1
5409,"In financial accounting, assets are economic resources. Anything .  The portion of a company's profit allocated to each outstanding share of common stock.",1
5410,"12, 2011, in which U.S. stocks slipped after consumer sentiment data was .  Thomson Reuters distributes a wide range of data on economic indicators to its .",1
5411,"TheStreet.com decided to examine the century in U.S. business and finance. . .. The Internet stock party of recent months wouldn't be the first time that stocks in a . .. Either way, immigrants have provided a vital spark to the U.S. economy .",1
5412,"Wall Street Baffled by Slowing Economy, Low Yields: Trader .  Stocks extended losses after the manufacturing fell below expectations in May and the private .",0
5413,They have found that equity risk premiums tend to be higher at business cycle troughs than at peaks. Many economic variables that predict excess returns are .,2
5414,"Indeed, if there is a relationship, it is that economic growth and stock market returns .  Paul Marsh and Mike Staunton of the London Business School of 19 major .",2
5415,"We've been talking about and looking at the Citi Economic Surprise Index a lot lately, since it's on the verge of going negative, just as the market looks toppy.",1
5416,"BEIJING — China is trying hard to revive interest in its ailing stock market, but some .  Interest from collectors like Kou has made walnuts big business for merchants like .  said Mark Williams, an economist with Capital Economics in London.",2
5417,"PRINCETON, NJ -- Even as stocks have returned to lofty heights from their March 2009 lows, the percentage of Americans saying they hold individual stocks, .",0
5418,".  Parker writes a check on his account to pay for a new window for his shop (it was broken by someone who wanted to stimulate the local economy, of course.) .",0
5419,"“Businesses have held back so far, but will begin to get on board. .  In May and June, stocks fell after Mr. Bernanke seemed to suggest the tapering could begin .",0
5420,"By 1979, an investor who bought stocks in 1964, when the market seemed to be a .  There is a fear that the American economy is in decline and that this country .",0
5421,"US stocks rise: Less on Fed chatter, more on economy .  it had fired executive chairman George Zimmer, the company's founder and star of its TV commercials, .",2
5422,"Historically, stocks have posted the most consistent gains when GDP has been .  A key lesson from 2013 is that the stock market and economy can overcome .",1
5423,"Bad for the economy, bad for business, and surprisingly unfavorable to investors. .  Shareholders in large, publicly traded firms got their stock by buying it from .",0
5424,"Also, stocks move based on expectations for growth and certainty about those .  Regardless, the U.S. economy is the biggest source of business for the S&P 500 .",1
5425,Global warming's economic tax hits restaurant stocks. The most visible evidence of how global warming could impact a company's stock price occurred on July .,0
5426,"How would you like to go into the insurance business, collecting premiums for .  The product in question is crash insurance, which pays out if stocks take a dive. .  European banks are falling apart, our own economy remains sickly, and .",0
5427,Conventional wisdom has it that paying company bosses with a lot of stock and options aligns their interests with those of shareholders. But a working paper .,2
5428,"The company launched a pre-Deepavali, 45-day “Samsung Smart Utsav” campaign .  can drive macroeconomic growth in India's investment-starved economy.",1
5429,If you needed a sign that the global economy is not going along with the program .  The company's shares are down eight percent as earnings fell short for the .,0
5430,"Stocks: South Sea Company, British East India Company, Dutch East India .  more likely in an economic crisis, and this can accentuate the economy's problems.",0
5431,"Blue chip stocks, named after the highest-valued chips in poker, are prized investment .  representing ownership in some the most successful firms in the economy. .  Blue chips are supported by proven business models, slow but consistent .",2
5432,"IN the 84 years that the Standard & Poor's 500-stock index has been .  But as its economy kept growing, albeit slowly, and European economies faltered and .",1
5433,"So, there's no reason this should have happened. But shares of DI Corp., a South Korean company that makes testing equipment for the semiconductor industry, .",1
5434,"The biggest earthquake on record to hit Japan in 140 years sent stock .  and former director of the White House National Economic Council, told CNBC. .  Air Transport Association), companies saw about $1.7 billion of business lost from the .",0
